Left hand keypoints:
1147.891968 460.489075 0.598267
1088.400269 426.929688 0.665617
1038.061279 393.370300 0.890583
1010.603577 350.658356 0.860750
989.247559 306.420990 0.765198
1036.535767 365.912628 0.539133
990.773010 318.624420 0.685607
964.840759 292.692169 0.878571
937.383057 260.658203 0.815459
1063.993530 352.183777 0.756020
1024.332397 286.590454 0.892800
1001.450989 251.505646 0.856853
978.569580 216.420837 0.868850
1099.078247 339.980377 0.847186
1074.671509 274.387024 0.861530
1060.942627 237.776810 0.858879
1047.213745 202.691986 0.913566
1134.163086 327.776978 0.835780
1131.112305 277.437897 0.798466
1126.536011 242.353088 0.854879
1123.485107 207.268280 0.953465
