Left hand keypoints:
1149.442139 463.461853 0.568276
1089.940186 426.845306 0.648412
1038.066772 393.280121 0.898990
1006.027283 350.560822 0.843088
989.244690 304.790131 0.793795
1036.541138 365.817719 0.537504
989.244690 318.521332 0.669606
963.307983 292.584625 0.862037
937.371277 262.070831 0.805406
1062.477783 353.612213 0.777473
1024.335571 289.533234 0.922898
1001.450256 252.916702 0.896282
977.039185 216.300156 0.888119
1099.094360 339.881012 0.832568
1073.157593 271.224976 0.890816
1059.426392 234.608429 0.853786
1045.695190 201.043259 0.867410
1134.185181 327.675476 0.805057
1131.133789 277.327728 0.760140
1125.031128 242.236877 0.828230
1121.979736 207.146011 0.970849
