Left hand keypoints:
1106.384155 428.434753 0.620833
1052.281128 394.620392 0.543477
999.868835 384.476074 0.486016
984.652405 369.259613 0.361243
984.652405 343.898834 0.244541
996.487427 377.713196 0.582751
947.456604 345.589539 0.796315
928.858704 315.156616 0.735402
905.188599 276.270081 0.847036
1021.848206 359.115295 0.511049
977.889526 332.063812 0.684404
947.456604 303.321594 0.572231
940.693726 277.960815 0.470460
1040.446167 343.898834 0.647759
1015.085327 311.775177 0.592138
1010.013184 284.723663 0.189885
979.580261 245.837143 0.325951
1070.879028 332.063812 0.707071
1042.136841 291.486542 0.750595
1021.848206 272.888641 0.661901
986.343140 247.527863 0.702363
