Left hand keypoints:
1122.483887 968.052246 0.030418
1086.808350 940.304626 0.030312
1061.042725 924.448792 0.025426
1095.727295 922.466858 0.029438
1101.673218 921.475830 0.023563
1089.781372 926.430786 0.035176
1096.718262 934.358704 0.024565
1096.718262 935.349670 0.022940
1095.727295 987.871948 0.011446
1088.790405 965.079285 0.022125
1085.817383 968.052246 0.022463
1078.880493 990.844910 0.018385
1093.745239 986.880981 0.010568
1091.763306 966.070251 0.017028
1086.808350 977.962097 0.018971
1087.799316 982.917053 0.013933
1084.826416 1012.646606 0.010654
1101.673218 929.403748 0.013052
1105.637085 928.412781 0.013992
1095.727295 997.781799 0.013112
1094.736328 996.790833 0.010051
