Left hand keypoints:
1110.675537 436.343719 0.614150
1062.804810 390.182617 0.505796
1008.095337 385.053619 0.434214
982.450256 362.827881 0.222975
984.159912 344.021515 0.210362
1001.256653 385.053619 0.629900
955.095520 350.860199 0.798616
929.450439 316.666779 0.806568
910.644104 280.763702 0.806901
1026.901733 371.376251 0.528565
985.869568 342.311829 0.598715
967.063232 316.666779 0.409717
943.127808 285.892700 0.519342
1050.837036 355.989197 0.617979
1021.772644 314.957123 0.510116
1021.772644 289.312042 0.384846
1025.192017 287.602386 0.348839
1078.191772 338.892487 0.725259
1043.998413 291.021729 0.794849
1025.192017 270.505676 0.647634
994.417969 244.860626 0.636999
