Left hand keypoints:
1118.122437 575.572449 0.372806
1089.757446 505.605438 0.517515
1053.828491 418.619415 0.680948
1095.430542 322.178436 0.773362
1161.615479 257.884430 0.286498
995.207458 354.325439 0.560402
963.060486 238.974411 0.807510
946.041504 176.571411 0.731512
929.022461 112.277405 0.727148
1036.809448 346.761414 0.381653
1027.354492 212.500412 0.698401
1016.008484 134.969406 0.662796
1034.918457 116.059402 0.051622
1070.847534 365.671417 0.171682
1108.667480 210.609406 0.640427
1114.340454 136.860413 0.529293
1110.558472 116.059402 0.064743
1142.705444 350.543427 0.145429
1171.070557 259.775421 0.393994
1174.852539 221.955414 0.712959
1174.852539 174.680405 0.727321
