Left hand keypoints:
1265.135864 554.540405 0.201501
1226.916504 470.055389 0.645889
1198.754883 363.443359 0.733855
1261.112793 272.923737 0.860448
1343.586304 246.773605 0.591329
1218.870361 270.912170 0.248977
1281.228271 164.300156 0.179435
1208.812622 148.207779 0.152368
1516.579346 148.207779 0.067957
1293.297607 287.004547 0.396840
1301.343750 162.288605 0.228235
1405.944214 130.103851 0.134690
1432.094360 130.103851 0.014950
1341.574707 301.085388 0.543126
1393.875000 184.415634 0.577581
1424.048218 126.080750 0.375642
1436.117432 130.103851 0.017288
1387.840332 327.235504 0.675307
1446.175171 248.785156 0.676809
1482.383057 196.484909 0.690064
1516.579346 148.207779 0.541910
