Left hand keypoints:
1122.683105 619.673462 0.269655
1063.021240 530.180603 0.469197
1029.875732 434.058655 0.595229
1084.565796 352.852173 0.575341
1142.570435 327.993042 0.196214
1059.706665 336.279419 0.195361
1084.565796 261.702026 0.111193
1069.650391 220.270157 0.117321
1061.364014 221.927429 0.016205
1096.166748 344.565796 0.359155
1122.683105 258.387482 0.262604
1139.255859 220.270157 0.136995
1137.598633 359.481262 0.017845
1137.598633 356.166718 0.401833
1144.227661 276.617523 0.230596
1149.199585 218.612885 0.072676
1150.856812 221.927429 0.022073
1182.345093 367.767639 0.509582
1225.434204 301.476654 0.607885
1256.922485 255.072937 0.482190
1278.467041 218.612885 0.160209
