Left hand keypoints:
1099.828491 437.653992 0.666559
1057.567505 412.297394 0.464718
1015.306519 371.726868 0.275674
1003.473450 331.156311 0.207973
989.949951 317.632782 0.119863
1008.544739 370.036407 0.694663
966.283752 344.679840 0.680244
944.308044 324.394562 0.738558
915.570618 292.276215 0.884282
1030.520508 351.441589 0.622351
996.711670 307.490143 0.730521
973.045532 271.990936 0.804282
949.379395 239.872574 0.774216
1054.186646 336.227631 0.735126
1028.830078 287.204895 0.678105
1015.306519 250.015213 0.875288
989.949951 219.587311 1.009252
1084.614502 327.775421 0.814448
1086.304932 271.990936 0.801104
1086.304932 236.491699 0.826185
1093.066772 204.373352 0.868121
