Left hand keypoints:
1291.494507 642.638855 0.303533
1269.722412 535.757812 0.554365
1243.991821 444.710968 0.641677
1325.142212 329.912781 0.869935
1386.499878 284.389374 0.596848
1236.074707 329.912781 0.652344
1303.370117 209.176773 0.758167
1307.328735 151.777679 0.538609
1527.028687 201.259659 0.037714
1301.390869 343.767731 0.354383
1400.354858 230.948837 0.417513
1432.023315 159.694794 0.281225
1465.671021 135.943451 0.082382
1356.810669 357.622681 0.470116
1414.209717 234.907394 0.603214
1447.857544 167.611908 0.567806
1463.691772 135.943451 0.198708
1404.313354 375.436188 0.646308
1465.671021 300.223602 0.734999
1499.318726 250.741623 0.767712
1529.007935 201.259659 0.830263
