Left hand keypoints:
1146.872437 457.156250 0.671533
1097.747803 449.713104 0.754692
1039.691284 448.224487 0.870901
983.123474 425.895081 0.822754
941.441956 388.679413 0.851630
1017.361938 378.259003 0.768696
954.839600 345.509216 0.840082
919.112549 323.179810 0.830126
883.385498 302.339050 0.848680
1039.691284 355.929626 0.813068
974.191711 309.782196 0.798220
935.487427 281.498260 0.915945
908.692139 256.191620 0.887557
1063.509399 339.554718 0.879093
1014.384644 290.430023 0.902283
987.589355 260.657501 0.835584
959.305481 233.862213 0.861989
1096.259155 321.691193 0.783984
1073.929688 281.498260 0.842376
1057.554810 254.702988 0.821565
1039.691284 226.419083 0.904776
