Left hand keypoints:
1146.503906 454.581146 0.647616
1097.157227 451.590424 0.754325
1038.838501 450.095062 0.866103
979.024353 427.664764 0.715736
929.677673 409.720520 0.787080
1020.894226 381.308807 0.629449
953.603333 345.420349 0.875323
917.714844 321.494690 0.903227
881.826416 297.569031 0.874874
1038.838501 355.887817 0.804185
977.528992 309.531860 0.831824
940.145142 282.615509 0.861694
907.247375 258.689850 0.888638
1062.764160 339.438934 0.861033
1013.417480 288.596924 0.944282
989.491821 260.185211 0.887420
964.070801 234.764191 0.867257
1097.157227 319.999329 0.875521
1073.231567 282.615509 0.877091
1059.773438 254.203781 0.819939
1040.333862 225.792068 0.891338
