Left hand keypoints:
1148.442871 644.110657 0.161840
1176.417480 487.781830 0.044311
1066.164551 328.161926 0.022828
1064.519043 301.832855 0.023546
1074.392456 329.807495 0.019777
1082.620239 339.680878 0.054862
1108.949341 324.870789 0.053775
1115.531616 270.567108 0.072506
1120.468262 245.883606 0.056619
1133.632812 357.782104 0.012140
1118.822754 319.934082 0.016500
1080.974731 301.832855 0.017135
1082.620239 247.529175 0.010136
1110.594849 639.173950 0.009141
1118.822754 316.642944 0.011352
1125.404907 303.478424 0.010125
1133.632812 474.617310 0.004819
1161.607422 366.009949 0.008148
1130.341675 303.478424 0.019368
1125.404907 301.832855 0.020792
1127.050537 301.832855 0.008519
