Left hand keypoints:
1210.331055 518.209839 0.222412
1157.040039 444.290009 0.471778
1127.815918 360.055817 0.610470
1103.748901 274.102539 0.747268
1102.029907 201.901794 0.503116
1201.735718 313.641052 0.617950
1170.792480 258.630951 0.689807
1141.568359 210.497116 0.666405
1117.501465 160.644211 0.738994
1253.307617 315.360107 0.617321
1241.274170 217.373383 0.454692
1241.274170 145.172623 0.383313
1241.274170 195.025528 0.041031
1298.003296 323.955444 0.487830
1335.822754 219.092438 0.743643
1349.575317 143.453568 0.454572
1351.294434 124.543846 0.084957
1340.979980 348.022339 0.613495
1390.832886 280.978790 0.687740
1408.023560 227.687775 0.807785
1421.776001 177.834869 0.779966
