Left hand keypoints:
1135.079224 576.776611 0.286176
1088.010132 499.448822 0.468817
1039.260010 408.672668 0.437240
1074.561768 311.172394 0.577950
1096.415283 269.146393 0.234005
1056.070312 338.069031 0.239210
1082.967041 255.698074 0.241968
1077.923828 196.861694 0.299231
1103.139404 200.223770 0.035396
1093.053223 339.750061 0.264772
1128.355103 254.017044 0.386699
1151.889648 198.542740 0.224223
1161.975830 200.223770 0.020124
1145.165405 344.793182 0.374419
1156.932739 254.017044 0.358717
1158.613770 200.223770 0.136975
1210.725952 200.223770 0.041072
1200.639771 351.517334 0.572752
1212.406982 279.232635 0.643413
1224.174316 223.758331 0.549305
1229.217407 200.223770 0.147949
