Left hand keypoints:
1151.701782 559.371765 0.174449
1099.495483 476.168030 0.349670
1066.866577 383.175629 0.455760
1089.706787 304.866272 0.718507
1132.124390 239.608444 0.322506
1145.176025 358.703949 0.037290
1141.913086 363.598297 0.024814
1119.072876 363.598297 0.075032
1107.652710 365.229736 0.039779
1154.964600 376.649872 0.026346
1158.227539 371.755524 0.014174
1122.335693 360.335419 0.047924
1117.441406 358.703949 0.027731
1171.279053 389.701416 0.013984
1184.330688 373.386963 0.009550
1182.699219 371.755524 0.012702
1123.967163 224.925430 0.014209
1225.116821 383.175629 0.051565
1236.536987 308.129150 0.060862
1247.957031 255.922897 0.039846
1119.072876 224.925430 0.016925
