Left hand keypoints:
1118.457031 438.554291 0.679757
1062.405640 395.159729 0.452334
1019.011108 375.270538 0.700664
986.465149 330.067871 0.565561
943.070557 281.248962 0.320502
1038.900269 375.270538 0.538577
999.121887 344.532715 0.350494
975.616516 310.178680 0.599061
934.030029 272.208435 0.744956
1062.405640 353.573273 0.753051
1015.394897 295.713837 0.806116
986.465149 268.592224 0.711755
950.302979 241.470612 0.789015
1089.527222 333.684082 0.713691
1071.446167 268.592224 0.728964
1049.748901 228.813858 0.817137
1028.051636 189.035507 0.873971
1118.457031 317.411133 0.870345
1118.457031 259.551697 0.883329
1116.648926 221.581436 0.820396
1105.800171 185.419296 0.974356
