Left hand keypoints:
1134.634888 601.349182 0.235459
1079.956421 516.846191 0.460506
1031.905640 429.029266 0.481938
1023.621033 342.869324 0.622008
1050.131836 263.337036 0.409613
1045.161011 354.467773 0.322290
1055.102539 268.307800 0.240628
1041.847168 246.767822 0.137834
1043.504150 248.424744 0.120381
1104.810181 369.380066 0.209057
1083.270264 266.650879 0.227784
1084.927124 248.424744 0.106874
1146.233276 248.424744 0.023299
1151.204102 357.781616 0.306247
1151.204102 293.161652 0.148328
1152.860962 248.424744 0.160844
1147.890259 248.424744 0.041404
1202.568604 364.409302 0.535137
1217.480957 288.190887 0.495937
1229.079468 245.110901 0.308307
1219.137817 248.424744 0.098167
