Left hand keypoints:
1208.679443 508.949371 0.426599
1156.145508 442.406342 0.595016
1117.620605 356.600861 0.734020
1105.362671 270.795380 0.834379
1126.376221 190.243301 0.770725
1189.416992 305.818024 0.635022
1170.154541 237.523865 0.692666
1147.389893 163.976318 0.558412
1142.136475 113.193481 0.639687
1243.702148 300.564636 0.623762
1254.208984 186.741043 0.664055
1266.466797 116.695747 0.572444
1280.475952 99.184425 0.102824
1294.484985 318.075958 0.606693
1341.765503 206.003494 0.797679
1364.530273 135.958206 0.643843
1376.788208 99.184425 0.228722
1340.014404 347.845215 0.650841
1394.299561 274.297638 0.684460
1413.562012 227.017075 0.813080
1438.077759 177.985382 0.786209
