Left hand keypoints:
1283.618652 622.988770 0.199347
1231.568359 409.004425 0.396176
1225.785034 301.048370 0.394381
1227.712769 225.864700 0.371643
1258.557373 173.814468 0.140724
1258.557373 297.192810 0.190792
1264.340698 196.947906 0.190568
1260.485229 169.958893 0.192043
1283.618652 173.814468 0.044941
1308.679810 310.687317 0.309739
1320.246582 210.442413 0.348672
1326.029907 173.814468 0.133657
1401.213623 173.814468 0.015044
1368.441284 328.037384 0.381832
1420.491455 220.081345 0.580045
1422.419312 191.164551 0.200724
1414.708130 173.814468 0.034282
1418.563721 347.315247 0.562480
1478.325073 285.626099 0.669259
1516.880737 237.431427 0.753628
1553.508789 191.164551 0.531625
