Left hand keypoints:
1147.714111 616.371460 0.266640
1100.854004 517.630432 0.434295
1060.688110 420.562958 0.579814
1117.589722 330.189819 0.635240
1191.227051 303.412598 0.513917
1089.138916 323.495514 0.264045
1084.118164 244.837418 0.334230
1080.770996 221.407349 0.137647
1105.874756 377.049988 0.030622
1117.589722 335.210571 0.392853
1149.387695 239.816681 0.160010
1214.657227 223.080917 0.118324
1119.263306 372.029236 0.044800
1162.776245 351.946320 0.395089
1207.962891 269.941071 0.473169
1224.698608 223.080917 0.251838
1241.434448 223.080917 0.037978
1201.268555 361.987793 0.457035
1212.983643 306.759766 0.205734
1224.698608 239.816681 0.081683
1196.247803 318.474792 0.066960
