Left hand keypoints:
1129.983643 549.373535 0.166861
1077.237915 491.682892 0.408885
1036.030273 401.026093 0.556428
1014.602295 318.610809 0.728092
1036.030273 247.733688 0.684927
1090.424316 351.576935 0.348412
1077.237915 269.161652 0.202570
1054.161621 229.602341 0.295420
1039.326904 229.602341 0.105413
1144.818359 354.873535 0.413393
1129.983643 298.831146 0.521782
1101.962402 234.547256 0.634691
1080.534546 214.767593 0.056285
1197.564209 363.115051 0.402780
1202.509033 259.271820 0.583275
1204.157349 211.470978 0.303669
1200.860718 214.767593 0.017583
1247.013306 376.301514 0.560777
1276.682861 312.017609 0.714345
1304.703979 260.920135 0.777834
1327.780273 211.470978 0.440859
