Left hand keypoints:
1147.163330 457.096405 0.665487
1093.190186 449.600128 0.740542
1039.216919 448.100891 0.841347
983.744568 424.112793 0.847368
944.763916 382.133667 0.811022
1016.728149 386.631439 0.702939
950.760925 344.652313 0.787224
917.777344 323.662720 0.828989
881.795227 302.673157 0.877615
1039.216919 361.144104 0.820599
971.750488 308.670197 0.770142
934.269165 280.184326 0.887556
907.282532 256.196259 0.892348
1063.205078 338.655273 0.898707
1013.729675 290.679138 0.955041
986.743042 262.193298 0.868845
959.756470 233.707443 0.827914
1094.689453 323.662720 0.805503
1072.200562 281.683594 0.821172
1055.708740 254.697006 0.845878
1039.216919 227.710419 0.910005
