Left hand keypoints:
1261.538086 539.214294 0.235910
1219.329224 435.802368 0.592373
1208.776978 330.279968 0.649124
1210.887451 239.530746 0.860601
1244.654541 163.554642 0.771421
1284.753052 313.396393 0.672465
1280.532104 226.868057 0.747324
1295.305298 161.444183 0.805450
1305.857544 100.241219 0.640465
1348.066528 323.948639 0.717695
1394.496338 201.542694 0.759875
1430.373901 125.566582 0.736642
1455.699341 102.351662 0.342072
1396.606812 345.053101 0.760747
1478.914185 243.751633 0.863770
1525.344116 178.327774 0.689732
1563.332153 134.008377 0.750031
1432.484375 380.930725 0.755908
1510.570923 321.838196 0.747512
1552.779907 277.518799 0.829842
1599.209717 241.641190 0.887450
