Left hand keypoints:
1113.516235 439.356049 0.606955
1057.308716 405.290833 0.587139
1014.727173 378.038666 0.703039
994.288025 337.160431 0.570447
1014.727173 299.688690 0.238341
1021.540222 366.115845 0.595709
992.584778 335.457153 0.724315
965.332581 308.204987 0.839756
936.377197 279.249573 0.908543
1047.089111 347.379974 0.722199
1016.430420 296.282166 0.777085
989.178223 257.107178 0.890749
965.332581 221.338715 0.831441
1072.638062 333.753906 0.742323
1050.495605 277.546295 0.770093
1036.869507 240.074585 0.851245
1019.836914 202.602859 0.866140
1099.890137 320.127808 0.863756
1101.593384 267.326752 0.827974
1098.186890 229.855011 0.835039
1089.670654 197.493073 0.946704
