Left hand keypoints:
1278.832520 619.320312 0.220134
1223.291260 420.958496 0.536077
1209.405884 323.761230 0.603297
1217.340454 226.563934 0.856565
1251.061890 149.202835 0.685503
1286.767090 305.908661 0.543992
1282.799805 204.744141 0.506305
1296.685181 149.202835 0.633896
1264.947266 129.366653 0.058941
1350.242798 321.777588 0.655333
1391.898804 194.826050 0.742697
1423.636719 125.399414 0.520615
1560.506348 129.366653 0.037845
1393.882446 339.630157 0.724728
1473.227173 242.432877 0.841065
1520.833984 173.006241 0.655482
1554.555420 129.366653 0.318740
1439.505615 371.368042 0.805947
1514.883057 309.875885 0.720961
1562.489990 268.219910 0.766105
1602.162354 230.531174 0.776556
