Left hand keypoints:
1112.372681 434.336548 0.656258
1061.886719 403.684387 0.513709
1013.203857 376.638367 0.714812
987.960876 333.364716 0.566784
996.976196 295.500244 0.527717
1024.022217 369.426086 0.597237
984.354736 329.758575 0.747934
960.914856 302.712524 0.757355
935.671875 273.863434 0.911673
1054.674438 351.395386 0.758998
1013.203857 291.894135 0.866393
982.551697 259.438873 0.907541
953.702576 230.589783 0.888415
1081.720459 333.364716 0.710592
1061.886719 275.666504 0.805894
1042.052979 241.408188 0.864586
1022.219177 203.543747 0.879972
1110.569580 318.940155 0.872727
1110.569580 263.045013 0.849926
1106.963379 228.786713 0.803403
1097.948120 196.331482 0.939805
