Left hand keypoints:
1127.834229 625.054871 0.239041
1071.063843 536.559814 0.421861
1022.642029 444.725403 0.567656
1072.733521 342.872650 0.598149
1127.834229 287.771973 0.595308
1022.642029 352.890930 0.141066
1074.403198 262.726227 0.095346
1066.054688 232.671310 0.061022
1086.091309 369.588104 0.042739
1092.770142 346.212067 0.225781
1134.513062 289.441681 0.154243
1147.870850 234.341019 0.048819
1154.549683 382.945862 0.019926
1142.861694 351.221222 0.348486
1156.219360 281.093109 0.082319
1154.549683 234.341019 0.044176
1189.613770 389.624725 0.027961
1194.622925 359.569824 0.521789
1226.347534 286.102264 0.470129
1241.375000 231.001587 0.272102
1254.732666 234.341019 0.078352
