Left hand keypoints:
1149.530273 559.901672 0.167722
1093.703003 476.160797 0.299124
1059.221436 380.926086 0.466536
1080.567139 305.395081 0.757398
1126.542603 233.148056 0.370968
1003.394165 220.012222 0.030501
1147.888306 233.148056 0.031313
1141.320312 357.938385 0.037919
1144.604248 220.012222 0.012732
1154.456177 389.135956 0.023009
1136.394409 389.135956 0.009569
1144.604248 384.210022 0.023443
1174.159912 367.790253 0.005714
1175.801880 379.284088 0.016150
1147.888306 632.148682 0.005506
1200.431519 379.284088 0.009318
1211.925415 397.345856 0.010001
1220.135254 379.284088 0.103892
1236.555054 303.753113 0.253700
1249.690918 259.419708 0.235615
1254.616821 233.148056 0.056431
