Left hand keypoints:
1284.819214 552.763062 0.401734
1235.221558 451.411285 0.731793
1185.623901 362.998016 0.874608
1168.372559 274.584747 0.905513
1179.154663 192.640732 0.846912
1284.819214 291.836121 0.795847
1293.444946 173.232941 0.896880
1302.070679 104.227470 0.840362
1308.539917 43.847675 0.688500
1338.729736 309.087494 0.822818
1386.171021 186.171478 0.802966
1412.048096 115.009575 0.820981
1440.081543 41.691254 0.792486
1390.483887 330.651703 0.760477
1457.333008 222.830627 0.950198
1502.617798 166.763687 0.777511
1534.964111 117.165993 0.850472
1431.455933 362.998016 0.752312
1506.930664 309.087494 0.813697
1545.746216 272.428314 0.903994
1584.561768 235.769165 0.921997
