Left hand keypoints:
1111.385376 434.492767 0.666149
1057.451172 396.216858 0.569195
1008.736450 368.379822 0.714987
980.899414 326.624298 0.649615
989.598450 281.389130 0.466343
1017.435486 364.900208 0.496842
977.419800 324.884491 0.656762
949.582764 298.787292 0.801275
920.005920 270.950256 0.928119
1053.971558 350.981689 0.692031
1006.996582 291.828033 0.627364
975.679932 260.511383 0.735220
946.103149 230.934540 0.856353
1074.849365 328.364105 0.653010
1057.451172 272.690063 0.845923
1038.313232 237.893799 0.820994
1013.955872 201.357712 0.933788
1104.426147 316.185425 0.795885
1106.166016 258.771576 0.784114
1100.946533 225.715103 0.865045
1093.987305 189.179016 0.890020
