Left hand keypoints:
1125.828003 633.490295 0.224809
1175.808716 380.362244 0.039283
1071.010498 344.892090 0.095905
1083.908691 323.932434 0.220575
1125.828003 246.542969 0.151868
1104.868408 341.667511 0.045436
1071.010498 341.667511 0.058993
1109.705200 319.095581 0.040907
1111.317505 322.320160 0.013530
1109.705200 361.014893 0.010158
1124.215698 280.400848 0.014693
1112.929810 427.118378 0.011612
1133.889404 294.911377 0.006936
1098.419312 628.653442 0.007628
1124.215698 280.400848 0.011701
1120.991211 449.690308 0.011178
1120.991211 246.542969 0.010962
1090.357910 320.707886 0.007165
1071.010498 322.320160 0.017047
1111.317505 278.788574 0.017817
1120.991211 246.542969 0.012111
