Left hand keypoints:
1205.396973 516.907043 0.220569
1156.205811 447.360931 0.499587
1107.014648 365.941040 0.662393
1090.052124 284.521179 0.763457
1093.444580 203.101318 0.737966
1212.181885 294.698669 0.339337
1157.901978 238.722504 0.679921
1144.332031 175.961365 0.619074
1135.850830 133.555191 0.307508
1256.284424 311.661133 0.497814
1247.803101 192.923843 0.378941
1252.891846 148.821411 0.400633
1171.472046 313.357391 0.021179
1296.994263 326.927368 0.508401
1336.007935 206.493820 0.678923
1352.970459 150.517654 0.354748
1359.755493 133.555191 0.062827
1341.096680 352.371063 0.573079
1388.591675 274.343689 0.724687
1407.250366 226.848785 0.784536
1429.301636 174.265121 0.767226
