Left hand keypoints:
1292.498535 644.977295 0.292877
1272.907959 535.269958 0.636848
1257.235474 435.357880 0.579716
1319.925293 329.568665 0.691754
1372.819946 264.919678 0.247790
1229.808594 337.404907 0.605206
1212.177002 229.656601 0.533392
1202.381714 163.048569 0.279263
1511.913208 194.393524 0.041640
1278.785034 351.118317 0.326895
1296.416626 210.066010 0.544555
1312.089111 139.539856 0.384508
1384.574341 143.457977 0.017891
1339.515991 366.790802 0.297210
1386.533325 253.165329 0.609323
1427.673584 166.966690 0.488192
1386.533325 270.796875 0.117107
1394.369629 376.586090 0.597693
1453.141357 294.305573 0.700812
1482.527344 245.329086 0.793831
1507.995117 196.352585 0.753588
