Left hand keypoints:
1132.946045 598.084167 0.288713
1084.631836 512.729004 0.320423
1041.148926 416.100525 0.522572
1015.381348 333.966339 0.577122
1169.986938 304.977783 0.106634
1115.230835 322.693024 0.105485
1108.788940 321.082550 0.102570
1181.260254 332.355865 0.147306
1198.975464 333.966339 0.117708
1121.672729 342.018707 0.076300
1158.713623 348.460602 0.036789
1182.870728 332.355865 0.053710
1155.492676 361.344391 0.029933
1153.882202 350.071075 0.031730
1158.713623 346.850128 0.015431
1207.027832 404.827209 0.018242
1197.364990 372.617737 0.023794
1203.806885 372.617737 0.022895
1195.754517 338.797760 0.012730
1195.754517 333.966339 0.014590
1198.975464 374.228210 0.013269
