Left hand keypoints:
1127.771606 544.073608 0.364030
1082.519531 474.455109 0.353789
1061.634033 396.134338 0.531746
1080.779053 309.111206 0.787851
1124.290649 236.011810 0.462250
995.496460 350.882324 0.518460
962.427673 249.935516 0.277441
939.801636 197.721649 0.181046
1160.840332 194.240723 0.179896
1030.305664 350.882324 0.217153
1014.641541 230.790436 0.035767
1021.603394 175.095642 0.068994
1132.992920 229.049973 0.050197
1051.191284 364.806000 0.113423
1065.114990 309.111206 0.049046
1138.214355 251.675980 0.035142
1132.992920 227.309509 0.052382
1075.557739 387.432007 0.033142
1157.359375 307.370758 0.034562
1160.840332 242.973663 0.132027
1132.992920 220.347656 0.106343
