Left hand keypoints:
1136.942261 586.148254 0.249660
1084.561035 505.939575 0.429436
1058.370483 414.272522 0.391314
1092.745605 330.790009 0.571749
1145.126831 263.676605 0.311241
1030.542969 368.438965 0.103963
1079.650269 347.159119 0.039037
1128.757690 296.414856 0.084098
1159.859009 294.777924 0.030339
1097.656372 363.528229 0.040620
1135.305298 296.414856 0.038260
1145.126831 334.063812 0.034379
1141.853027 358.617493 0.026143
1145.126831 365.165161 0.042875
1130.394653 298.051758 0.020227
1122.210083 266.950439 0.017062
1166.406616 360.254425 0.013359
1182.775757 365.165161 0.058369
1133.668457 294.777924 0.020077
1133.668457 293.141022 0.046075
1132.031494 293.141022 0.017691
