Left hand keypoints:
1149.266357 616.874146 0.231283
1104.674438 513.357117 0.327584
1058.489868 422.580566 0.490066
1119.007568 325.433777 0.493163
1190.673218 311.100647 0.269429
1134.933228 322.248627 0.069146
1157.229248 334.989197 0.033079
1158.821777 325.433777 0.045732
1208.191528 320.656067 0.021879
1144.488647 358.877747 0.056250
1141.303589 339.766907 0.023189
1198.636108 322.248627 0.030993
1130.155518 373.210876 0.027742
1168.377197 358.877747 0.042303
1190.673218 323.841217 0.013839
1206.598877 322.248627 0.019726
1120.600098 377.988586 0.064821
1205.006348 365.248047 0.068756
1206.598877 358.877747 0.018509
1208.191528 322.248627 0.029397
1117.415039 377.988586 0.025356
