Left hand keypoints:
1120.778442 573.174133 0.347389
1087.808960 503.764557 0.467527
1058.309814 417.002563 0.504472
1094.749878 321.564362 0.726757
1171.100464 257.360504 0.334013
999.311707 352.798676 0.352359
1035.751709 245.213821 0.072828
1165.894653 240.008102 0.051284
1186.717529 255.625259 0.176469
1035.751709 352.798676 0.199951
1119.043213 321.564362 0.054438
1120.778442 323.299622 0.064593
1176.306152 165.392792 0.051797
1054.839355 368.415833 0.161631
1080.867920 311.152924 0.059431
1174.570923 236.537628 0.103622
1179.776611 184.480423 0.095350
1073.927002 392.709198 0.059306
1115.572754 389.238708 0.050273
1160.688965 278.183380 0.086809
1176.306152 241.743347 0.065059
