Left hand keypoints:
1278.794312 623.394104 0.254375
1228.396484 433.433197 0.444044
1216.766235 324.884064 0.422465
1230.334839 229.903610 0.630510
1267.164062 163.998795 0.189897
1282.671021 307.438690 0.280253
1292.362915 216.334976 0.372534
1305.931519 160.122040 0.314152
1323.376953 163.998795 0.091290
1327.253662 322.945709 0.410137
1307.869873 202.766327 0.203461
1408.665527 163.998795 0.097394
1300.116455 288.054901 0.028805
1373.774780 336.514343 0.459479
1416.419067 216.334976 0.665429
1426.110962 160.122040 0.200582
1416.419067 163.998795 0.022615
1418.357422 353.959717 0.672292
1476.508667 288.054901 0.647207
1511.399536 241.533875 0.779619
1548.228638 195.012817 0.685373
