Left hand keypoints:
1132.572144 594.849060 0.312187
1085.492432 515.300659 0.369948
1043.283081 417.894470 0.531799
1103.350220 333.475769 0.199749
1173.158081 304.253906 0.083905
1087.115845 336.722656 0.107128
1077.375244 309.124237 0.188474
1059.517456 255.550827 0.175686
1059.517456 240.939896 0.032586
1117.961182 346.463257 0.139870
1122.831543 305.877350 0.083279
1152.053345 335.099213 0.055059
1178.028320 297.760162 0.030823
1158.547119 354.580444 0.168404
1174.781494 305.877350 0.109503
1194.262695 263.667999 0.048343
1192.639282 333.475769 0.036848
1187.768921 352.957001 0.169831
1199.133057 326.982025 0.114301
1210.497070 255.550827 0.078558
1215.367432 240.939896 0.074254
