Left hand keypoints:
1205.881470 502.918945 0.208322
1158.566406 429.499054 0.341452
1121.040649 360.973816 0.594313
1091.672729 279.396179 0.733786
1081.883423 205.976273 0.672087
1199.355225 312.027222 0.525215
1168.355713 259.817535 0.620188
1145.513916 207.607834 0.662530
1122.672241 148.871918 0.689585
1251.564941 320.184998 0.503369
1243.407104 225.554916 0.420971
1248.301880 170.082108 0.646210
1254.828003 152.135025 0.070622
1300.511475 326.711212 0.457386
1341.300293 220.660263 0.566646
1344.563477 170.082108 0.286334
1333.142578 152.135025 0.041111
1342.931885 349.552948 0.590329
1393.510010 276.133057 0.722999
1408.194092 232.081131 0.830869
1422.878052 179.871429 0.750102
