Left hand keypoints:
1211.907837 511.344116 0.262359
1156.229858 441.746704 0.540038
1116.211304 356.489899 0.665484
1109.251587 266.013275 0.773926
1126.651001 191.196075 0.787511
1194.508423 302.551910 0.610071
1168.409424 234.694443 0.686563
1151.010010 168.576920 0.603889
1142.310425 102.459381 0.677638
1251.926270 306.031769 0.575525
1253.666260 191.196075 0.688843
1265.845825 123.338600 0.614947
1279.765259 105.939255 0.091159
1293.684692 321.691193 0.628594
1344.142822 206.855484 0.748606
1363.282104 140.737946 0.609811
1375.461670 105.939255 0.166813
1337.183105 346.050293 0.662380
1391.121094 276.452881 0.670943
1415.480225 227.734711 0.775162
1436.359375 177.276581 0.817051
