Left hand keypoints:
1256.744873 510.779968 0.300783
1214.422241 430.165253 0.593360
1186.207031 329.396851 0.767620
1212.406860 242.736038 0.751589
1272.867920 198.397949 0.559817
1254.729614 281.028015 0.382407
1258.760254 208.474777 0.204261
1256.744873 182.274994 0.126106
1301.083008 198.397949 0.057160
1307.129150 295.135620 0.543575
1339.375000 204.444046 0.243099
1351.467285 182.274994 0.114383
1415.958984 182.274994 0.014164
1365.574829 315.289276 0.604344
1426.035889 220.566986 0.610187
1446.189575 182.274994 0.186651
1419.989746 178.244263 0.021677
1415.958984 347.535187 0.740759
1478.435425 279.012665 0.697138
1512.696655 232.659195 0.757597
1546.957886 198.397949 0.587513
