Left hand keypoints:
1154.218750 641.836914 0.170622
1075.102173 491.845184 0.384761
1033.895630 402.839111 0.525906
1017.413086 320.426086 0.690347
1033.895630 251.199127 0.558630
1113.012207 351.743042 0.273437
1078.398682 280.867828 0.287131
1063.564331 246.254349 0.242981
1043.785278 231.419998 0.120459
1159.163452 355.039551 0.368954
1137.736084 310.536499 0.311911
1101.474365 246.254349 0.183297
1061.916138 338.556946 0.054172
1203.666504 366.577362 0.391483
1206.963013 279.219543 0.236321
1206.963013 247.902603 0.159678
1061.916138 338.556946 0.014433
1244.873047 378.115204 0.444592
1276.189941 312.184784 0.561315
1305.858643 266.033478 0.373893
1320.692993 228.123474 0.075223
