Left hand keypoints:
1278.621826 542.865417 0.413397
1232.412109 450.445923 0.713450
1184.193237 366.062866 0.846572
1182.184082 273.643341 0.884769
1198.257080 193.278549 0.895215
1280.630981 287.707184 0.696401
1292.685669 181.223831 0.831861
1298.713013 110.904633 0.700346
1302.731323 76.749596 0.187561
1340.904541 307.798401 0.698459
1381.087036 191.269440 0.782798
1409.214722 118.941116 0.697800
1439.351440 76.749596 0.383343
1389.123413 333.916962 0.721759
1447.387939 237.479187 0.876789
1497.615967 177.205597 0.750493
1533.780151 122.959351 0.850646
1427.296753 366.062866 0.752375
1503.643311 307.798401 0.717721
1541.816528 271.634247 0.841170
1584.008057 235.470078 0.897722
