Left hand keypoints:
1104.436646 444.460541 0.673401
1059.933594 405.092529 0.627769
1017.142334 372.571136 0.600142
1010.295715 322.933197 0.365766
1027.412231 285.276825 0.158166
1013.718994 365.724518 0.619551
977.774292 348.608002 0.670883
952.099487 322.933197 0.836484
923.001404 295.546753 0.967097
1035.970459 348.608002 0.605747
1006.872375 309.239960 0.740340
981.197632 268.160309 0.812904
960.657776 237.350555 0.770212
1059.933594 336.626434 0.759338
1034.258789 285.276825 0.705554
1018.853943 256.178741 0.846656
994.890808 225.368988 0.955386
1090.743408 328.068146 0.780901
1090.743408 271.583618 0.837628
1092.455078 239.062210 0.822856
1095.878296 203.117493 0.856870
