Left hand keypoints:
1283.993896 555.282715 0.393911
1234.662842 452.330750 0.733921
1185.331665 366.537476 0.852362
1168.172974 272.164856 0.866317
1176.752319 194.950882 0.818224
1283.993896 289.323517 0.780945
1294.718140 171.357727 0.876684
1303.297363 98.433418 0.764334
1305.442261 59.826439 0.198947
1339.759521 306.482147 0.807750
1386.945923 182.081879 0.827048
1419.118408 104.867920 0.724318
1444.856323 59.826439 0.520251
1389.090698 332.220154 0.782615
1457.725342 222.833694 0.897475
1504.911621 164.923218 0.783371
1537.084106 115.592079 0.863228
1431.987305 364.392639 0.738970
1507.056519 306.482147 0.778661
1545.663452 270.020020 0.902845
1586.415283 233.557861 0.915143
