Left hand keypoints:
1210.254272 510.863007 0.219285
1155.975220 441.317963 0.479856
1113.569702 361.595581 0.682353
1100.000000 275.088318 0.755932
1113.569702 197.062164 0.737373
1196.684570 295.442963 0.516385
1161.063843 232.682800 0.722971
1145.797852 164.833969 0.617493
1142.405518 112.251122 0.604209
1250.963623 307.316498 0.546385
1250.963623 186.884842 0.605477
1262.837158 129.213333 0.547293
1267.925781 113.947342 0.067832
1293.369141 322.582489 0.582052
1340.863281 210.631927 0.725734
1359.521729 142.783096 0.567997
1369.699097 113.947342 0.141351
1337.470825 348.025818 0.620361
1388.357422 278.480743 0.668898
1413.800781 224.201691 0.796911
1430.762939 173.315063 0.752429
