Left hand keypoints:
1283.656250 546.145386 0.356242
1248.512329 460.482117 0.664866
1230.940308 368.229340 0.604819
1241.922852 256.208130 0.790804
1296.835205 201.295776 0.744893
1279.263184 284.762573 0.558476
1294.638672 170.544861 0.843261
1303.424683 104.650032 0.846109
1323.193115 34.362213 0.684541
1334.175659 304.531006 0.676651
1375.908936 179.330841 0.776362
1404.463379 109.043022 0.764099
1424.231812 56.327156 0.815290
1384.694946 330.888947 0.696500
1459.375732 221.064240 1.010720
1505.502197 159.562393 0.768010
1545.039062 111.239517 0.846733
1426.428345 368.229340 0.770114
1509.895142 308.924011 0.750655
1551.628540 271.583588 0.863538
1597.754883 234.243195 0.914256
