Left hand keypoints:
1107.231812 563.476013 0.302857
1054.407471 495.315613 0.559493
1025.439331 413.523163 0.645686
1044.183472 340.250732 0.844185
1079.967651 272.090363 0.581254
998.175171 357.290833 0.512157
987.951111 275.498383 0.332020
981.135071 238.010162 0.309683
977.727051 219.266052 0.045596
1042.479370 355.586823 0.271707
1068.039551 284.018433 0.264588
1050.999512 215.858032 0.199153
1090.191650 266.978333 0.075864
1114.047852 353.882812 0.233975
1105.527832 280.610413 0.222554
1110.639771 248.234222 0.353711
1107.231812 219.266052 0.168242
1173.688110 358.994843 0.643852
1200.952271 292.538452 0.705778
1216.288452 249.938232 0.475173
1226.512451 219.266052 0.154913
