Left hand keypoints:
1190.216919 502.100464 0.456556
1127.405273 445.900574 0.644238
1082.776001 371.518402 0.731448
1071.205444 292.177429 0.839618
1069.552490 219.448181 0.828777
1150.546387 293.830353 0.550591
1125.752319 204.571732 0.729059
1112.528809 138.454239 0.668748
1348.898926 146.718933 0.056461
1203.440430 302.095032 0.585735
1205.093384 173.165924 0.685643
1213.358032 113.660187 0.584079
1219.969849 116.966064 0.049090
1244.763794 312.012665 0.556080
1277.822632 191.348236 0.740220
1286.087280 133.495438 0.527987
1284.434326 116.966064 0.068812
1294.351929 328.542023 0.609770
1324.104858 250.853989 0.715016
1335.675415 197.959991 0.752962
1345.593018 148.371872 0.720150
