Left hand keypoints:
1156.456665 457.669464 0.629038
1111.095459 418.788361 0.651795
1065.734131 391.247559 0.630225
1044.673462 342.646179 0.592000
1046.293579 308.625214 0.441207
1043.053467 392.867615 0.511853
999.312195 370.186981 0.627400
968.531311 339.406097 0.803726
942.610596 310.245239 0.953897
1073.834351 391.247559 0.539182
1025.232910 337.786041 0.666864
999.312195 300.524963 0.751633
976.631531 269.744080 0.723427
1096.515015 375.047119 0.677318
1059.253906 308.625214 0.460377
1044.673462 276.224274 0.857504
1018.752747 247.063431 1.013417
1132.156006 362.086731 0.746632
1130.536011 303.765076 0.744787
1125.675781 272.984192 0.806673
1124.055786 237.343155 0.929513
