Left hand keypoints:
1098.639893 431.761566 0.687440
1050.410767 395.589783 0.313846
1026.296265 376.642639 0.300764
993.569458 347.360748 0.100063
1002.181763 285.351959 0.084896
1021.128906 376.642639 0.550280
986.679565 350.805664 0.679130
959.120117 321.523743 0.807624
931.560669 292.241821 0.943772
1041.798462 366.307861 0.521071
1009.071594 319.801270 0.780678
995.291870 281.907043 0.537424
959.120117 250.902649 0.671153
1059.023193 349.083191 0.640938
1028.018799 293.964294 0.405449
1010.794067 266.404846 0.708058
984.957092 235.400452 0.971784
1088.305054 337.025940 0.765727
1093.472412 280.184570 0.736919
1093.472412 249.180176 0.809035
1095.194946 211.285934 0.932587
