Left hand keypoints:
1143.096069 454.640686 0.674492
1098.996216 422.413879 0.589303
1056.592529 412.236969 0.534253
1020.973389 395.275482 0.369840
1015.884949 374.921692 0.562040
1037.934814 396.971649 0.567978
990.442688 371.529388 0.836795
963.304321 342.694885 0.807771
934.469788 307.075745 0.893639
1065.073242 386.794739 0.624655
1019.277222 334.214142 0.853589
990.442688 293.506561 0.720906
965.000488 264.672028 0.741014
1085.427002 369.833252 0.742586
1044.719482 307.075745 0.490603
1024.365723 278.241211 0.864376
995.531128 244.318237 0.953070
1114.261597 354.567902 0.787559
1112.565430 296.898865 0.818938
1107.476929 262.975861 0.827154
1098.996216 227.356750 0.905673
