Left hand keypoints:
1111.194458 441.699524 0.643739
1061.356323 402.172699 0.582388
1030.422241 372.957214 0.592080
1020.110901 317.963348 0.463528
1028.703613 283.592194 0.335244
1025.266602 369.520111 0.582887
990.895386 347.178833 0.710016
965.117004 319.681915 0.839563
939.338623 290.466431 0.921078
1057.919189 360.927307 0.535746
1020.110901 316.244812 0.763844
992.613953 276.717957 0.586164
968.554138 249.221039 0.752194
1075.104736 345.460297 0.700204
1047.607788 290.466431 0.549946
1030.422241 262.969513 0.780993
1006.362427 232.035446 0.943142
1111.194458 336.867493 0.752249
1118.068726 285.310760 0.719666
1126.661499 256.095276 0.775090
1128.380005 225.161224 0.872601
