Left hand keypoints:
1145.376221 450.124908 0.680674
1100.884766 419.323090 0.505975
1061.526855 409.055817 0.503124
1032.436279 383.387634 0.319868
1017.035400 373.120361 0.426957
1040.992310 393.654907 0.576611
993.078369 367.986725 0.816126
965.698975 338.896118 0.851610
936.608398 304.671875 0.920158
1066.660522 381.676422 0.610696
1023.880249 328.628845 0.795378
993.078369 289.270966 0.715031
965.698975 260.180359 0.723265
1087.195068 362.853088 0.738564
1049.548340 301.249451 0.611983
1027.302612 273.870056 0.815364
1001.634460 241.357025 0.949753
1116.285645 349.163391 0.782420
1116.285645 290.982178 0.770849
1112.863281 260.180359 0.833980
1104.307129 222.533691 0.886355
