Left hand keypoints:
1286.767822 621.042603 0.290482
1258.298340 429.348328 0.071892
1265.890259 376.205383 0.037969
1281.073975 319.266479 0.039026
1300.053589 277.511292 0.022056
1301.951538 317.368500 0.091249
1269.686157 231.960175 0.182047
1313.339233 182.613129 0.207504
1326.625000 165.531464 0.094139
1332.318970 324.960358 0.139832
1326.625000 243.347946 0.082855
1319.033203 165.531464 0.028676
1326.625000 288.899078 0.017382
1389.257812 340.144073 0.268961
1446.196655 230.062210 0.075058
1448.094727 195.898865 0.037352
1586.645996 214.878510 0.011256
1434.808960 351.531860 0.586104
1497.441772 290.797028 0.664977
1537.298950 245.245911 0.767398
1573.360229 199.694794 0.680828
