Left hand keypoints:
1156.442505 633.128235 0.181888
1086.816650 503.822937 0.464436
1038.741577 410.988403 0.751398
1033.768311 336.389191 0.757666
1055.319214 251.843445 0.510309
1068.581299 374.517670 0.165005
1065.265747 251.843445 0.194117
1058.634644 270.078796 0.140734
1053.661377 255.158966 0.067421
1116.656250 364.571106 0.229247
1075.212280 271.736572 0.106291
1073.554565 255.158966 0.044116
1055.319214 255.158966 0.040057
1161.415771 357.940063 0.259224
1169.704590 276.709839 0.086563
1154.784790 255.158966 0.064350
1138.207153 255.158966 0.016200
1207.833130 361.255585 0.574906
1227.726196 293.287445 0.511690
1244.303833 251.843445 0.290825
1254.250366 255.158966 0.080868
