Left hand keypoints:
1151.250610 599.109436 0.196081
1088.218262 506.219604 0.474700
1043.432129 410.012299 0.752462
1036.797119 333.709930 0.777671
1061.678345 262.383789 0.481976
1068.313354 371.861115 0.230609
1064.995850 264.042542 0.219304
1068.313354 264.042542 0.185137
1055.043335 249.113815 0.085285
1114.758179 370.202362 0.298654
1076.607056 273.995026 0.110170
1149.591919 247.455078 0.080640
1060.019531 249.113815 0.029971
1167.838135 360.249878 0.337508
1169.496826 277.312531 0.090462
1154.568115 245.796326 0.076943
1141.298218 249.113815 0.020148
1209.306763 363.567383 0.614331
1234.187988 292.241241 0.626585
1249.116699 245.796326 0.387209
1259.069214 249.113815 0.085836
