Left hand keypoints:
1287.777344 614.750427 0.255457
1355.603638 462.141174 0.047953
1429.082153 371.706055 0.036545
1285.893188 313.300018 0.021226
1302.849854 283.154999 0.016511
1263.284424 228.517105 0.051062
1314.154175 273.734650 0.098434
1302.849854 202.140182 0.078876
1314.154175 171.995148 0.054317
1334.878906 324.604431 0.046486
1329.226685 285.039062 0.024339
1310.386108 190.835800 0.021347
1316.038208 277.502777 0.009278
1383.864624 343.445068 0.056117
1387.632690 320.836273 0.018547
1385.748657 301.995636 0.009880
1585.459595 194.603928 0.014768
1436.618408 358.517578 0.193490
1495.024414 296.343445 0.408295
1538.357910 245.473679 0.466007
1574.155151 202.140182 0.298380
