Left hand keypoints:
1143.089722 481.067047 0.473790
1081.877075 455.051666 0.684512
1022.194763 433.627228 0.828041
982.406555 387.717773 0.776912
983.936890 344.868927 0.442057
1022.194763 372.414612 0.801056
968.633728 334.156708 0.848968
934.966736 306.611023 0.830154
899.769470 272.944061 0.846266
1051.270752 354.050812 0.755779
997.709717 283.656281 0.881578
973.224670 246.928711 0.838901
948.739624 210.201126 0.874933
1081.877075 340.277985 0.756556
1046.679810 269.883453 0.961515
1034.437256 231.625549 0.873598
1017.603821 194.897964 0.863219
1118.604614 332.626404 0.781962
1110.953125 272.944061 0.812093
1107.892456 234.686172 0.872785
1104.831787 197.958603 0.922577
