Left hand keypoints:
1208.697876 514.542053 0.436050
1146.483154 445.414520 0.617982
1103.278442 364.189697 0.804383
1101.550293 282.964874 0.859579
1124.016724 219.021912 0.868462
1168.949585 286.421234 0.588412
1144.754883 194.827286 0.879553
1143.026733 129.156143 0.685565
1144.754883 110.146072 0.050101
1217.338867 296.790375 0.583581
1227.708008 172.360840 0.631526
1239.805298 123.971573 0.640381
1250.174438 110.146072 0.068943
1267.456299 315.800446 0.585001
1307.204590 200.011841 0.809006
1326.214722 129.156143 0.551866
1324.486450 110.146072 0.097489
1312.389160 336.538696 0.607218
1353.865723 265.682983 0.714983
1371.147583 213.837341 0.759677
1390.157593 163.719894 0.745224
