Left hand keypoints:
1198.833862 507.981049 0.489178
1141.770874 438.813843 0.642455
1098.541382 362.729889 0.791492
1098.541382 286.645935 0.874300
1114.104004 217.478729 0.907649
1159.062744 284.916779 0.582008
1140.041748 191.541016 0.892433
1138.312622 127.561333 0.696896
1138.312622 105.081985 0.065286
1210.938110 298.750214 0.575702
1217.854858 165.603302 0.636632
1226.500732 101.623627 0.624523
1236.875854 105.081985 0.050211
1257.625977 312.583649 0.534602
1292.209595 193.270203 0.814887
1311.230591 122.373795 0.576395
1307.772217 105.081985 0.098572
1306.043091 331.604645 0.622632
1344.085083 255.520691 0.692437
1359.647705 203.645279 0.790292
1371.751953 151.769867 0.742097
